0,1
0X03FFF2,0XB3
0X03FFF3,0XBF
0X03FFF4,0XA4
0X03FFF5,0XC3
0X03FFF6,0XE0
0X03FFF7,0X3A
0X03FFF8,0X40
0X03FFF9,0X2B
0X03FFFA,0X46
0X03FFFB,0XF8
0X03FFFC,0X22
0X03FFFD,0XC7
0X03FFFE,0XA7
0X03FFFF,0XBE
