0,1
0X0EFFA6,0X03
0X0EFFA7,0X93
0X0EFFA8,0X09
0X0EFFA9,0X80
0X0EFFAA,0X31
0X0EFFAB,0X55
0X0EFFAC,0XAE
0X0EFFAD,0X0C
0X0EFFAE,0X30
0X0EFFAF,0X66
0X0EFFB0,0XE1
0X0EFFB1,0X0E
0X0EFFB2,0XA0
0X0EFFB3,0XC6
0X0EFFB4,0X70
0X0EFFB5,0X62
0X0EFFB6,0XD6
0X0EFFB7,0X7C
0X0EFFB8,0XEB
0X0EFFB9,0X07
0X0EFFBA,0X49
0X0EFFBB,0X23
0X0EFFBC,0XD1
0X0EFFBD,0X9F
0X0EFFBE,0X3E
0X0EFFBF,0X21
0X0EFFC0,0X99
0X0EFFC1,0XC4
0X0EFFC2,0X23
0X0EFFC3,0X07
0X0EFFC4,0X1A
0X0EFFC5,0X5A
0X0EFFC6,0X52
0X0EFFC7,0X07
0X0EFFC8,0XA2
0X0EFFC9,0X01
0X0EFFCA,0XF7
0X0EFFCB,0XA9
0X0EFFCC,0X90
0X0EFFCD,0X97
0X0EFFCE,0XC7
0X0EFFCF,0X09
0X0EFFD0,0X27
0X0EFFD1,0X59
0X0EFFD2,0XB1
0X0EFFD3,0X05
0X0EFFD4,0X20
0X0EFFD5,0X23
0X0EFFD6,0X39
0X0EFFD7,0X37
0X0EFFD8,0X57
0X0EFFD9,0XEF
0X0EFFDA,0XF3
0X0EFFDB,0X2F
0X0EFFDC,0X75
0X0EFFDD,0X82
0X0EFFDE,0X3F
0X0EFFDF,0X1B
0X0EFFE0,0XC0
0X0EFFE1,0X87
0X0EFFE2,0XDE
0X0EFFE3,0X7C
0X0EFFE4,0X23
0X0EFFE5,0XC7
0X0EFFE6,0X63
0X0EFFE7,0X23
0X0EFFE8,0X61
0X0EFFE9,0X67
0X0EFFEA,0X1C
0X0EFFEB,0X90
0X0EFFEC,0XD1
0X0EFFED,0X28
0X0EFFEE,0XE8
0X0EFFEF,0XB1
0X0EFFF0,0XF6
0X0EFFF1,0X2F
0X0EFFF2,0XE9
0X0EFFF3,0X6C
0X0EFFF4,0X49
0X0EFFF5,0X3E
0X0EFFF6,0X20
0X0EFFF7,0XCA
0X0EFFF8,0X9D
0X0EFFF9,0X94
0X0EFFFA,0X02
0X0EFFFB,0XC8
0X0EFFFC,0X49
0X0EFFFD,0X7F
0X0EFFFE,0X0E
0X0EFFFF,0X87
