0,1
0X0AFF6F,0XD8
0X0AFF70,0X3A
0X0AFF71,0XA2
0X0AFF72,0XE8
0X0AFF73,0XDA
0X0AFF74,0XF4
0X0AFF75,0XDC
0X0AFF76,0X3C
0X0AFF77,0X43
0X0AFF78,0X45
0X0AFF79,0X97
0X0AFF7A,0XA2
0X0AFF7B,0X95
0X0AFF7C,0XC4
0X0AFF7D,0X27
0X0AFF7E,0X06
0X0AFF7F,0X30
0X0AFF80,0XEE
0X0AFF81,0XC4
0X0AFF82,0X27
0X0AFF83,0X89
0X0AFF84,0X36
0X0AFF85,0XCE
0X0AFF86,0X7C
0X0AFF87,0XD1
0X0AFF88,0X22
0X0AFF89,0X75
0X0AFF8A,0X27
0X0AFF8B,0X93
0X0AFF8C,0X8F
0X0AFF8D,0X4A
0X0AFF8E,0X27
0X0AFF8F,0XCF
0X0AFF90,0X61
0X0AFF91,0X5C
0X0AFF92,0XD5
0X0AFF93,0XBC
0X0AFF94,0XA1
0X0AFF95,0XA7
0X0AFF96,0X2F
0X0AFF97,0X12
0X0AFF98,0X23
0X0AFF99,0X64
0X0AFF9A,0X95
0X0AFF9B,0X1F
0X0AFF9C,0X71
0X0AFF9D,0X35
0X0AFF9E,0X01
0X0AFF9F,0X6D
0X0AFFA0,0X27
0X0AFFA1,0X57
0X0AFFA2,0XE7
0X0AFFA3,0X67
0X0AFFA4,0X7A
0X0AFFA5,0X1A
0X0AFFA6,0X2E
0X0AFFA7,0XD3
0X0AFFA8,0X58
0X0AFFA9,0X59
0X0AFFAA,0X8E
0X0AFFAB,0X27
0X0AFFAC,0X34
0X0AFFAD,0X79
0X0AFFAE,0X3B
0X0AFFAF,0X27
0X0AFFB0,0X27
0X0AFFB1,0X1A
0X0AFFB2,0X27
0X0AFFB3,0XAF
0X0AFFB4,0XDE
0X0AFFB5,0XD4
0X0AFFB6,0X0D
0X0AFFB7,0XF6
0X0AFFB8,0X5E
0X0AFFB9,0X21
0X0AFFBA,0X0D
0X0AFFBB,0X0C
0X0AFFBC,0X36
0X0AFFBD,0X64
0X0AFFBE,0X21
0X0AFFBF,0X2F
0X0AFFC0,0XBC
0X0AFFC1,0XF3
0X0AFFC2,0X07
0X0AFFC3,0XDB
0X0AFFC4,0X90
0X0AFFC5,0X56
0X0AFFC6,0XA3
0X0AFFC7,0X6B
0X0AFFC8,0X82
0X0AFFC9,0X52
0X0AFFCA,0X4E
0X0AFFCB,0X1E
0X0AFFCC,0X8F
0X0AFFCD,0X24
0X0AFFCE,0X31
0X0AFFCF,0XF2
0X0AFFD0,0X97
0X0AFFD1,0X7B
0X0AFFD2,0X74
0X0AFFD3,0XEA
0X0AFFD4,0X45
0X0AFFD5,0X38
0X0AFFD6,0XB4
0X0AFFD7,0XAB
0X0AFFD8,0XE1
0X0AFFD9,0X15
0X0AFFDA,0XCE
0X0AFFDB,0X1D
0X0AFFDC,0XAC
0X0AFFDD,0X29
0X0AFFDE,0X1B
0X0AFFDF,0X6A
0X0AFFE0,0XBE
0X0AFFE1,0X17
0X0AFFE2,0X28
0X0AFFE3,0X59
0X0AFFE4,0X3E
0X0AFFE5,0X33
0X0AFFE6,0X97
0X0AFFE7,0XCA
0X0AFFE8,0XE8
0X0AFFE9,0X71
0X0AFFEA,0XB3
0X0AFFEB,0X41
0X0AFFEC,0XAD
0X0AFFED,0XDB
0X0AFFEE,0X7B
0X0AFFEF,0X15
0X0AFFF0,0XB9
0X0AFFF1,0X0C
0X0AFFF2,0X53
0X0AFFF3,0X7F
0X0AFFF4,0XAC
0X0AFFF5,0X2F
0X0AFFF6,0X85
0X0AFFF7,0XCB
0X0AFFF8,0XCC
0X0AFFF9,0X79
0X0AFFFA,0XA2
0X0AFFFB,0X45
0X0AFFFC,0X5B
0X0AFFFD,0X1D
0X0AFFFE,0X4A
0X0AFFFF,0X72
