0,1
0X0CFFC2,0XA0
0X0CFFC3,0XFD
0X0CFFC4,0X05
0X0CFFC5,0X70
0X0CFFC6,0XE5
0X0CFFC7,0XB7
0X0CFFC8,0XBA
0X0CFFC9,0X42
0X0CFFCA,0X45
0X0CFFCB,0XDD
0X0CFFCC,0X5C
0X0CFFCD,0XBF
0X0CFFCE,0XCF
0X0CFFCF,0XB8
0X0CFFD0,0X7D
0X0CFFD1,0XB2
0X0CFFD2,0X50
0X0CFFD3,0X72
0X0CFFD4,0X09
0X0CFFD5,0X93
0X0CFFD6,0X09
0X0CFFD7,0XCF
0X0CFFD8,0X20
0X0CFFD9,0X90
0X0CFFDA,0X5B
0X0CFFDB,0XE7
0X0CFFDC,0XF4
0X0CFFDD,0XF1
0X0CFFDE,0X5A
0X0CFFDF,0X95
0X0CFFE0,0XA8
0X0CFFE1,0X05
0X0CFFE2,0X54
0X0CFFE3,0XFB
0X0CFFE4,0X68
0X0CFFE5,0XE8
0X0CFFE6,0XDC
0X0CFFE7,0XAC
0X0CFFE8,0X6C
0X0CFFE9,0X0C
0X0CFFEA,0X8A
0X0CFFEB,0X1D
0X0CFFEC,0X8B
0X0CFFED,0XBF
0X0CFFEE,0X3E
0X0CFFEF,0X15
0X0CFFF0,0XE8
0X0CFFF1,0X35
0X0CFFF2,0X93
0X0CFFF3,0X3B
0X0CFFF4,0X5D
0X0CFFF5,0X8C
0X0CFFF6,0X04
0X0CFFF7,0X35
0X0CFFF8,0X8D
0X0CFFF9,0XB0
0X0CFFFA,0XAF
0X0CFFFB,0X1E
0X0CFFFC,0XD6
0X0CFFFD,0XFB
0X0CFFFE,0XA4
0X0CFFFF,0X35
